22:52:23 1000295
22:52:26 2000000
22:52:29 3000068
22:52:33 4000172
22:52:36 5000577
22:52:39 6000058
22:52:42 7000934
22:52:48 8000132
22:52:52 9002130
22:52:55 10000034
22:52:57 11000142
22:52:59 12000004
22:53:02 13000062
22:53:05 14000118
22:53:07 15000000
22:53:10 16000082
22:53:12 17001150
22:53:16 18000104
22:53:19 19000289
22:53:22 20000318
22:53:24 21000004
22:53:27 22000182
22:53:29 23000355
22:53:32 24001134
22:53:34 25000118
22:53:37 26000198
22:53:39 27000056
22:53:42 28000072
22:53:44 29000000
22:53:47 30000331
22:53:50 31000022
22:53:53 32000234
22:53:55 33000110
22:53:58 34000584
22:54:00 35000259
22:54:03 36000020
22:54:03 36000020
22:54:06 37000321
22:54:08 38000158
22:54:11 39000278
22:54:13 40000012
22:54:16 41000270
22:54:19 42000016
22:54:22 43000227
22:54:24 44000128
22:54:27 45000134
22:54:29 46000165
22:54:32 47000269
22:54:34 48000396
22:54:37 49003573
22:54:39 50000122
22:54:42 51000032
22:54:44 52000026
22:54:47 53000258
22:54:49 54000128
22:54:52 55000114
22:54:54 56000098
22:54:57 57000016
22:54:59 58000112
22:55:02 59000228
22:55:04 60000128
22:55:07 61000105
22:55:09 62000066
22:55:09 62000342
22:55:12 63000000
22:55:14 64000257
22:55:17 65000132
22:55:19 66000640
22:55:22 67000014
22:55:25 68000000
22:55:27 69000204
22:55:30 70000040
22:55:32 71000068
22:55:35 72001066
22:55:37 73000265
22:55:39 74000151
22:55:42 75000106
22:55:44 76000004
22:55:47 77000096
22:55:49 78000105
22:55:52 79000000
22:55:54 80000088
22:55:57 81000090
22:55:59 82000102
22:56:02 83000108
22:56:04 84000030
22:56:07 85000100
22:56:09 86000251
22:56:11 87000188
22:56:14 88000204
22:56:17 89000016
22:56:19 90000152
22:56:22 91000132
22:56:24 92000094
22:56:27 93000200
22:56:29 94000000
22:56:32 95000757
22:56:34 96000295
22:56:37 97000124
22:56:39 98000004
22:56:42 99000205
22:56:44 100000213
22:56:47 101000044
22:56:49 102000130
22:56:52 103000024
22:56:54 104000128
22:56:57 105000193
22:56:59 106000098
22:57:02 107000088
22:57:04 108000092
22:57:07 109000216
22:57:11 110000000
22:57:14 111000072
22:57:16 112000060
22:57:19 113000201
22:57:22 114000090
22:57:25 115000184
22:57:28 116000092
22:57:30 117000364
22:57:33 118000234
22:57:35 119000254
22:57:38 120000240
22:57:40 121000072
22:57:43 122000104
22:57:46 123000066
22:57:48 124000775
22:57:51 125000310
22:57:53 126000879
22:57:56 127000270
22:57:58 128001617
22:58:01 129000261
22:58:04 130000114
22:58:06 131000114
22:58:09 132000312
